transaction_id,employee_id,department,role,transaction_date,base_amount,overtime_hours,overtime_amount,total_amount,approver_id,processed_timestamp
TXN00000066,EMP0066,Operations,Operations Lead,2022-01-01,8672.28,5.0,378.45,9050.73,MGR019,2022-01-01 13:00:00
TXN00000067,EMP0067,Sales,Sales Manager,2022-01-01,8948.71,0.0,0.0,8948.71,MGR009,2022-01-01 14:00:00
TXN00000068,EMP0068,HR,HR Specialist,2022-01-01,6299.01,0.0,0.0,6299.01,MGR014,2022-01-01 10:00:00
TXN00000069,EMP0069,HR,HR Manager,2022-01-01,10795.65,0.0,0.0,10795.65,MGR014,2022-01-01 15:00:00
TXN00000070,EMP0070,Sales,Sales Manager,2022-01-01,10977.25,0.0,0.0,10977.25,MGR009,2022-01-01 10:00:00
TXN00000071,EMP0071,Operations,Operations Manager,2022-01-01,11742.36,0.0,0.0,11742.36,MGR019,2022-01-01 17:00:00
TXN00000072,EMP0072,Finance,Controller,2022-01-01,11907.85,0.0,0.0,11907.85,MGR017,2022-01-01 16:00:00
TXN00000073,EMP0073,Sales,Senior Sales,2022-01-01,6441.24,1.6,90.59,6531.83,MGR009,2022-01-01 08:00:00
TXN00000074,EMP0074,Marketing,Marketing Coord,2022-01-01,4266.93,0.0,0.0,4266.93,MGR019,2022-01-01 14:00:00
TXN00000075,EMP0075,HR,HR Coord,2022-01-01,3464.27,0.0,0.0,3464.27,MGR014,2022-01-01 17:00:00
TXN00000076,EMP0076,Sales,Sales Rep,2022-01-01,4965.61,0.1,3.44,4969.05,MGR009,2022-01-01 17:00:00
TXN00000077,EMP0077,Operations,Operations Manager,2022-01-01,9171.93,0.0,0.0,9171.93,MGR019,2022-01-01 08:00:00
TXN00000078,EMP0078,Sales,Sales Rep,2022-01-01,5064.91,0.0,0.0,5064.91,MGR009,2022-01-01 09:00:00
TXN00000079,EMP0079,Marketing,Marketing Coord,2022-01-01,4532.56,2.7,106.11,4638.67,MGR019,2022-01-01 14:00:00
TXN00000080,EMP0080,Sales,Sales Manager,2022-01-01,9838.75,0.0,0.0,9838.75,MGR009,2022-01-01 10:00:00
TXN00000081,EMP0081,Finance,Senior Analyst,2022-01-01,6995.72,0.0,0.0,6995.72,MGR017,2022-01-01 15:00:00
TXN00000082,EMP0082,Sales,Regional Director,2022-01-01,14093.38,0.0,0.0,14093.38,MGR009,2022-01-01 10:00:00
TXN00000083,EMP0083,Finance,Controller,2022-01-01,11415.72,0.0,0.0,11415.72,MGR017,2022-01-01 08:00:00
TXN00000084,EMP0084,Engineering,Junior Dev,2022-01-01,4337.7,1.6,60.34,4398.04,MGR013,2022-01-01 12:00:00
TXN00000085,EMP0085,Finance,Finance Manager,2022-01-01,8923.43,0.0,0.0,8923.43,MGR017,2022-01-01 14:00:00
TXN00000086,EMP0086,Finance,Controller,2022-01-01,12270.85,0.0,0.0,12270.85,MGR017,2022-01-01 13:00:00
TXN00000087,EMP0087,Engineering,Junior Dev,2022-01-01,4674.43,0.0,0.0,4674.43,MGR013,2022-01-01 11:00:00
TXN00000088,EMP0088,Finance,Finance Manager,2022-01-01,11309.349980945064,0.0,0.0,11309.349980945064,MGR017,2022-01-01 15:00:00
TXN00000089,EMP0089,Sales,Senior Sales,2022-01-01,7486.15,0.0,0.0,7486.15,MGR009,2022-01-01 13:00:00
TXN00000090,EMP0090,HR,HR Specialist,2022-01-01,6199.09,0.0,0.0,6199.09,MGR014,2022-01-01 13:00:00
TXN00000091,EMP0091,Finance,Senior Analyst,2022-01-01,6591.18,4.4,250.74,6841.91,MGR017,2022-01-01 14:00:00
TXN00000092,EMP0092,Finance,Senior Analyst,2022-01-01,8736.74,0.0,0.0,8736.74,MGR017,2022-01-01 12:00:00
TXN00000093,EMP0093,Finance,Analyst,2022-01-01,4894.09,0.0,0.0,4894.09,MGR017,2022-01-01 14:00:00
TXN00000094,EMP0094,Operations,Operations Manager,2022-01-01,11594.89,0.0,0.0,11594.89,MGR019,2022-01-01 12:00:00
TXN00000095,EMP0095,Engineering,Senior Dev,2022-01-01,7052.01,9.2,563.93,7615.94,MGR013,2022-01-01 09:00:00
TXN00000096,EMP0096,Finance,Controller,2022-01-01,11717.78,0.0,0.0,11717.78,MGR017,2022-01-01 15:00:00
TXN00000097,EMP0097,Sales,Regional Director,2022-01-01,15462.52,0.8,104.21,15566.73,MGR009,2022-01-01 08:00:00
TXN00000098,EMP0098,Sales,Regional Director,2022-01-01,12561.59,2.9,313.94,12875.53,MGR009,2022-01-01 16:00:00
TXN00000099,EMP0099,Finance,Finance Manager,2022-01-01,12220.41,0.0,0.0,12220.41,MGR017,2022-01-01 08:00:00
TXN00000100,EMP0100,Marketing,Marketing Specialist,2022-01-01,6612.31,2.2,126.11,6738.41,MGR019,2022-01-01 13:00:00
TXN00000101,EMP0101,Operations,Operations Manager,2022-01-01,10528.67,0.0,0.0,10528.67,MGR019,2022-01-01 11:00:00
TXN00000102,EMP0102,Operations,Operations Lead,2022-01-01,8989.25,5.7,446.16,9435.41,MGR019,2022-01-01 09:00:00
TXN00000103,EMP0103,Sales,Sales Manager,2022-01-01,10360.5,0.0,0.0,10360.5,MGR009,2022-01-01 08:00:00
TXN00000104,EMP0104,Engineering,Junior Dev,2022-01-01,4175.23,0.0,0.0,4175.23,MGR013,2022-01-01 08:00:00
TXN00000105,EMP0105,Engineering,Junior Dev,2022-01-01,3797.97,0.4,14.19,3812.16,MGR013,2022-01-01 11:00:00
TXN00000106,EMP0106,Finance,Senior Analyst,2022-01-01,7469.34,4.2,272.85,7742.19,MGR017,2022-01-01 11:00:00
TXN00000107,EMP0107,HR,HR Coord,2022-01-01,4211.49,3.7,133.14,4344.63,MGR014,2022-01-01 08:00:00
TXN00000108,EMP0108,Engineering,Junior Dev,2022-01-01,5017.19,0.4,19.1,5036.29,MGR013,2022-01-01 17:00:00
TXN00000109,EMP0109,Sales,Regional Director,2022-01-01,13192.84,1.3,147.86,13340.69,MGR009,2022-01-01 10:00:00
TXN00000110,EMP0110,HR,HR Coord,2022-01-01,4615.95,1.5,59.68,4675.62,MGR014,2022-01-01 11:00:00
TXN00000111,EMP0111,HR,HR Coord,2022-01-01,4364.79,7.0,265.73,4630.52,MGR014,2022-01-01 10:00:00
TXN00000112,EMP0112,Engineering,Engineering Manager,2022-01-01,8883.38,0.0,0.0,8883.38,MGR013,2022-01-01 15:00:00
TXN00000113,EMP0113,HR,HR Manager,2022-01-01,9372.03,0.0,0.0,9372.03,MGR014,2022-01-01 09:00:00
TXN00000114,EMP0114,Marketing,Marketing Specialist,2022-01-01,6390.94,2.9,161.45,6552.39,MGR019,2022-01-01 17:00:00
TXN00000115,EMP0115,Operations,Operations Manager,2022-01-01,11983.42,0.0,0.0,11983.42,MGR019,2022-01-01 11:00:00
TXN00000116,EMP0116,Sales,Sales Manager,2022-01-01,11442.95,0.0,0.0,11442.95,MGR009,2022-01-01 15:00:00
TXN00000117,EMP0117,Sales,Sales Manager,2022-01-01,10673.75,0.0,0.0,10673.75,MGR009,2022-01-01 12:00:00
TXN00000118,EMP0118,Marketing,Marketing Coord,2022-01-01,3852.51,0.9,29.88,3882.39,MGR019,2022-01-01 13:00:00
TXN00000119,EMP0119,Finance,Analyst,2022-01-01,4641.47,11.7,471.59,5113.06,MGR017,2022-01-01 10:00:00
TXN00000120,EMP0120,HR,HR Coord,2022-01-01,4188.6,1.2,43.35,4231.94,MGR014,2022-01-01 17:00:00
TXN00000121,EMP0121,Marketing,Marketing Coord,2022-01-01,5185.24,0.8,36.97,5222.21,MGR019,2022-01-01 17:00:00
TXN00000122,EMP0122,Engineering,Senior Dev,2022-01-01,7953.97,0.4,28.49,7982.46,MGR013,2022-01-01 09:00:00
TXN00000123,EMP0123,Marketing,Marketing Coord,2022-01-01,3855.55,0.5,16.49,3872.04,MGR019,2022-01-01 10:00:00
TXN00000124,EMP0124,HR,HR Manager,2022-01-01,11224.71,0.0,0.0,11224.71,MGR014,2022-01-01 12:00:00
TXN00000125,EMP0125,HR,HR Manager,2022-01-01,12873.62,0.0,0.0,12873.62,MGR014,2022-01-01 09:00:00
TXN00000126,EMP0126,Engineering,Tech Lead,2022-01-01,8476.43,0.0,0.0,8476.43,MGR013,2022-01-01 17:00:00
TXN00000127,EMP0127,Engineering,Senior Dev,2022-01-01,7780.49,0.0,0.0,7780.49,MGR013,2022-01-01 08:00:00
TXN00000128,EMP0128,Engineering,Junior Dev,2022-01-01,4229.37,3.3,120.92,4350.29,MGR013,2022-01-01 12:00:00
TXN00000129,EMP0129,Sales,Sales Manager,2022-01-01,12272.22,0.0,0.0,12272.22,MGR009,2022-01-01 17:00:00
TXN00000130,EMP0130,HR,HR Coord,2022-01-01,4070.73,0.6,19.56,4090.28,MGR014,2022-01-01 14:00:00
TXN00000131,EMP0131,Marketing,Marketing Coord,2022-01-01,4717.41,0.6,23.86,4741.26,MGR019,2022-01-01 14:00:00
TXN00000132,EMP0132,Operations,Operations Lead,2022-01-01,8194.28,0.4,27.35,8221.63,MGR019,2022-01-01 11:00:00
TXN00000133,EMP0133,Finance,Finance Manager,2022-01-01,12169.82,0.0,0.0,12169.82,MGR017,2022-01-01 09:00:00
TXN00000134,EMP0134,Engineering,Engineering Manager,2022-01-01,11431.86,0.0,0.0,11431.86,MGR013,2022-01-01 17:00:00
TXN00000135,EMP0135,Engineering,Junior Dev,2022-01-01,4439.85,0.1,4.62,4444.47,MGR013,2022-01-01 11:00:00
TXN00000136,EMP0136,Sales,Sales Manager,2022-01-01,12130.79,0.0,0.0,12130.79,MGR009,2022-01-01 09:00:00
TXN00000137,EMP0137,Operations,Operations Lead,2022-01-01,11085.71,0.3,24.55,11110.25,MGR019,2022-01-01 12:00:00
TXN00000138,EMP0138,Operations,Operations Lead,2022-01-01,9145.04,0.0,0.0,9145.04,MGR019,2022-01-01 17:00:00
TXN00000139,EMP0139,Engineering,Junior Dev,2022-01-01,5400.48,27.135925113098693,1268.1953727818127,6668.675372781812,MGR013,2022-01-01 09:00:00
TXN00000140,EMP0140,Operations,Operations Analyst,2022-01-01,5845.28,1.0,49.19,5894.48,MGR019,2022-01-01 17:00:00
TXN00000141,EMP0141,Engineering,Tech Lead,2022-01-01,9965.7,0.0,0.0,9965.7,MGR013,2022-01-01 08:00:00
TXN00000142,EMP0142,HR,HR Coord,2022-01-01,3825.33,0.0,0.0,3825.33,MGR014,2022-01-01 13:00:00
TXN00000143,EMP0143,Sales,Sales Rep,2022-01-01,4482.67,0.0,0.0,4482.67,MGR009,2022-01-01 16:00:00
TXN00000144,EMP0144,Marketing,Marketing Coord,2022-01-01,4099.11,0.7,25.0,4124.11,MGR019,2022-01-01 14:00:00
TXN00000145,EMP0145,Sales,Senior Sales,2022-01-01,6775.07,2.0,116.56,6891.63,MGR009,2022-01-01 13:00:00
TXN00000146,EMP0146,Engineering,Tech Lead,2022-01-01,7593.55,0.0,0.0,15187.1,MGR013,2022-01-01 09:00:00
TXN00000147,EMP0147,Finance,Senior Analyst,2022-01-01,7749.31,1.4,92.61,7841.92,MGR017,2022-01-01 16:00:00
TXN00000148,EMP0148,Sales,Senior Sales,2022-01-01,6368.3,4.1,227.53,6595.84,MGR009,2022-01-01 13:00:00
TXN00000149,EMP0149,Engineering,Senior Dev,2022-01-01,7545.98,0.9,57.0,7602.97,MGR013,2022-01-01 08:00:00
TXN00000150,EMP0150,Finance,Senior Analyst,2022-01-01,7169.19,0.0,0.0,7169.19,MGR017,2022-01-01 14:00:00
TXN00000151,EMP0151,Sales,Sales Rep,2022-01-01,3988.07,0.0,0.0,3988.07,MGR009,2022-01-01 15:00:00
TXN00000152,EMP0152,Engineering,Engineering Manager,2022-01-01,10752.42,0.0,0.0,10752.42,MGR013,2022-01-01 09:00:00
TXN00000153,EMP0153,Sales,Regional Director,2022-01-01,15937.52,1.8,245.42,16182.94,MGR009,2022-01-01 14:00:00
TXN00000154,EMP0154,Marketing,Marketing Coord,2022-01-01,4071.82,0.8,29.36,4101.17,MGR019,2022-01-01 13:00:00
TXN00000155,EMP0155,Engineering,Senior Dev,2022-01-01,7631.91,1.4,93.85,7725.76,MGR013,2022-01-01 15:00:00
TXN00000156,EMP0156,Marketing,Marketing Specialist,2022-01-01,5341.01,1.2,53.9,5394.91,MGR019,2022-01-01 10:00:00
TXN00000157,EMP0157,Marketing,Marketing Specialist,2022-01-01,5319.42,1.2,54.79,5374.21,MGR019,2022-01-01 14:00:00
TXN00000158,EMP0158,HR,HR Specialist,2022-01-01,6403.6,6.6,367.75,6771.35,MGR014,2022-01-01 10:00:00
TXN00000159,EMP0159,HR,HR Specialist,2022-01-01,5325.04,3.4,157.14,5482.17,MGR014,2022-01-01 16:00:00
TXN00000160,EMP0160,Engineering,Tech Lead,2022-01-01,8027.45,0.0,0.0,8027.45,MGR013,2022-01-01 12:00:00
TXN00000161,EMP0161,HR,HR Specialist,2022-01-01,5912.38,0.0,0.0,5912.38,MGR014,2022-01-01 17:00:00
TXN00000162,EMP0162,Engineering,Engineering Manager,2022-01-01,10741.56,0.0,0.0,10741.56,MGR013,2022-01-01 16:00:00
TXN00000163,EMP0163,Operations,Operations Lead,2022-01-01,10681.51,2.7,245.12,10926.63,MGR019,2022-01-01 15:00:00
TXN00000164,EMP0164,HR,HR Manager,2022-01-01,10759.08,0.0,0.0,10759.08,MGR014,2022-01-01 15:00:00
TXN00000165,EMP0165,Finance,Senior Analyst,2022-01-01,6822.06,0.4,24.17,6846.23,MGR017,2022-01-01 14:00:00
TXN00000166,EMP0166,Engineering,Engineering Manager,2022-01-01,10329.97,0.0,0.0,10329.97,MGR013,2022-01-01 17:00:00
TXN00000167,EMP0167,HR,HR Manager,2022-01-01,8443.36,0.0,0.0,8443.36,MGR014,2022-01-01 12:00:00
TXN00000168,EMP0168,Operations,Operations Manager,2022-01-01,8507.85,0.0,0.0,8507.85,MGR019,2022-01-01 13:00:00
TXN00000169,EMP0169,Sales,Sales Manager,2022-01-01,12001.08,0.0,0.0,12001.08,MGR009,2022-01-01 11:00:00
TXN00000170,EMP0170,Engineering,Tech Lead,2022-01-01,8739.09,0.0,0.0,8739.09,MGR013,2022-01-01 09:00:00
TXN00000171,EMP0171,Marketing,Marketing Manager,2022-01-01,10355.85,0.0,0.0,10355.85,MGR019,2022-01-01 12:00:00
TXN00000172,EMP0172,Operations,Operations Lead,2022-01-01,8203.79,0.5,37.31,8241.1,MGR019,2022-01-01 15:00:00
TXN00000173,EMP0173,Marketing,Marketing Manager,2022-01-01,10216.3,0.0,0.0,10216.3,MGR019,2022-01-01 11:00:00
TXN00000174,EMP0174,Marketing,Marketing Specialist,2022-01-01,5657.52,6.8,333.52,5991.04,MGR019,2022-01-01 15:00:00
TXN00000175,EMP0175,Marketing,Marketing Manager,2022-01-01,10147.26,0.0,0.0,10147.26,MGR019,2022-01-01 17:00:00
TXN00000176,EMP0176,Sales,Regional Director,2022-01-01,14435.8,12.1,1513.58,15949.39,MGR009,2022-01-01 17:00:00
TXN00000177,EMP0177,Finance,Senior Analyst,2022-01-01,7282.5,1.5,95.9,7378.41,MGR017,2022-01-01 14:00:00
TXN00000178,EMP0178,HR,HR Specialist,2022-01-01,4991.01,0.0,0.0,4991.01,MGR014,2022-01-01 13:00:00
TXN00000179,EMP0179,HR,HR Coord,2022-01-01,3544.49,0.0,0.0,3544.49,MGR014,2022-01-01 08:00:00
TXN00000180,EMP0180,Marketing,Marketing Coord,2022-01-01,4740.4,0.0,0.0,4740.4,MGR019,2022-01-01 15:00:00
TXN00000181,EMP0181,HR,HR Manager,2022-01-01,10222.67,0.0,0.0,10222.67,MGR014,2022-01-01 13:00:00
TXN00000182,EMP0182,Marketing,Marketing Specialist,2022-01-01,5600.16,8.0,385.34,5985.5,MGR019,2022-01-01 10:00:00
TXN00000183,EMP0183,Finance,Senior Analyst,2022-01-01,8022.91,2.5,176.57,8199.48,MGR017,2022-01-01 15:00:00
TXN00000184,EMP0184,Finance,Senior Analyst,2022-01-01,8944.23,4.4,340.76,9284.98,MGR017,2022-01-01 11:00:00
TXN00000185,EMP0185,Engineering,Tech Lead,2022-01-01,8023.94,0.0,0.0,8023.94,MGR013,2022-01-01 13:00:00
TXN00000186,EMP0186,Operations,Operations Manager,2022-01-01,8678.83,0.0,0.0,8678.83,MGR019,2022-01-01 12:00:00
TXN00000187,EMP0187,Marketing,Marketing Coord,2022-01-01,3689.3,2.1,67.86,3757.16,MGR019,2022-01-01 13:00:00
TXN00000188,EMP0188,Operations,Operations Lead,2022-01-01,7854.94,0.4,24.88,7879.82,MGR019,2022-01-01 12:00:00
TXN00000189,EMP0189,Sales,Senior Sales,2022-01-01,7604.22,1.0,67.23,7671.45,MGR009,2022-01-01 17:00:00
TXN00000190,EMP0190,Engineering,Senior Dev,2022-01-01,7679.73,0.5,33.43,7713.16,MGR013,2022-01-01 12:00:00
TXN00000191,EMP0191,HR,HR Coord,2022-01-01,3730.25,2.3,73.65,3803.9,MGR014,2022-01-01 16:00:00
TXN00000192,EMP0192,Finance,Senior Analyst,2022-01-01,8043.48,1.2,85.7,8129.18,MGR017,2022-01-01 08:00:00
TXN00000193,EMP0193,Operations,Operations Lead,2022-01-01,10249.22,0.2,17.42,10266.64,MGR019,2022-01-01 16:00:00
TXN00000194,EMP0194,Finance,Senior Analyst,2022-01-01,6496.16,0.0,0.0,6496.16,MGR017,2022-01-01 11:00:00
TXN00000195,EMP0195,Operations,Operations Manager,2022-01-01,11904.32,0.0,0.0,11904.32,MGR019,2022-01-01 09:00:00
TXN00000196,EMP0196,Engineering,Engineering Manager,2022-01-01,12006.46,0.0,0.0,12006.46,MGR013,2022-01-01 11:00:00
TXN00000197,EMP0197,Sales,Regional Director,2022-01-01,13496.4,0.0,0.0,13496.4,MGR009,2022-01-01 14:00:00
TXN00000198,EMP0198,HR,HR Coord,2022-01-01,4323.24,1.9,71.59,4394.83,MGR014,2022-01-01 15:00:00
TXN00000199,EMP0199,Finance,Senior Analyst,2022-01-01,7877.94,1.3,87.75,7965.69,MGR017,2022-01-01 16:00:00
TXN00000200,EMP0200,Operations,Operations Manager,2022-01-01,11749.49,0.0,0.0,11749.49,MGR019,2022-01-01 11:00:00
TXN00000201,EMP0001,Operations,Operations Analyst,2022-01-31,5509.53,0.0,0.0,5509.53,MGR019,2022-01-31 15:00:00
TXN00000202,EMP0002,Operations,Operations Lead,2022-01-31,9841.05,0.0,0.0,9841.05,MGR019,2022-01-31 15:00:00
TXN00000203,EMP0003,Sales,Senior Sales,2022-01-31,6221.04,3.9,211.99,6433.03,MGR009,2022-01-31 15:00:00
TXN00000204,EMP0004,Operations,Operations Manager,2022-01-31,9555.93,0.0,0.0,9555.93,MGR019,2022-01-31 08:00:00
TXN00000205,EMP0005,Engineering,Engineering Manager,2022-01-31,11100.7,0.0,0.0,11100.7,MGR013,2022-01-31 09:00:00
